item_id,not_eye_witness_in,not_eye_witness_out,informative_in,informative_out,y_in,y_out,y,tokens
947,2,1,2,1,1,2,0,rt spacelambs sandy shark swimming around street new_jersey _ã´ã–_ http //t.co/lwppfg5u
948,3,0,0,3,0,3,0,rt lisescribanogom increã­_ble el_huracã­ã§n sandy en new_york http //t.co/wdnaaqe3
949,3,0,0,3,0,3,0,sandy ocasiona falla en plataforma de blackberry venezuela http //t.co/oozzhuwv
950,3,0,3,0,3,0,0,new video moment hurricane `` sandy '' struck united state http //t.co/enx0v009 hurricane_sandy newyork usa nyc ny
951,3,0,3,0,3,0,0,rt nhc_atlantic post-tropical cyclone sandy advisory 34 issued post-tropical cyclone sandy continues weaken pennsylvania http //t.co/idmfcu52
952,3,0,2,1,2,1,0,rt mashable 5 fake hurricane_sandy photo 're sharing social_medium http //t.co/d3ynibyl
953,3,0,1,2,1,2,0,uploaded youtube video http //t.co/inxvfaz2 hurrican sandy horizon
954,3,0,3,0,3,0,0,central parknyc sandy http //t.co/dsrbugza rafy_09
955,3,0,0,3,0,3,0,rt heytammybruce 9/11 've never trusted red_cross w giving samaritanspurse great job w sandy aftermath
956,3,0,0,3,0,3,0,la guardia costera rescatã­_ 14 miembros de_la tripulaciã­_n del velero hm b ... http //t.co/4k9l8kup
957,3,0,0,3,0,3,0,rt sukanstar taufan sandy sedang mengamuk kat amareka sandy ni tupai pompuan dalam cite spongebob tu la kan
958,3,0,0,3,0,3,0,rt martinwaxman ever learn ... american apparel anger twittersphere 'hurricane sandy sale http //t.co/ztloioo3
959,3,0,0,3,0,3,0,rt olivie_83 ã¤ã³ã¬ itele michel chevalet `` ce n'est pa la tempã­ãˆte du siã­ã‚cle '' sandy http //t.co/rys44vijã¤ã³â ã­âšvidemment n'est qu'en 2012
960,3,0,2,1,2,1,0,color manhattan nyc pre sandy subway http //t.co/g0hzygi0
961,3,0,3,0,3,0,0,rt weatherchannel nygovcuomo order closing nyc bridge staten island bridge unaffected time bridge must close 7pm sandy nyc
962,3,0,3,0,3,0,0,bbc news amateur video show ocean city flood sandy hit http //t.co/cbmvrkd4
963,3,0,3,0,3,0,0,rt ryotnews day death toll climb million_without power help support directrelief via http //t.co/j3qlq6b6 sandy http //t.co/9yrehl6u
964,2,1,3,0,2,1,1,three hour sandy hit new_jersey long beach island look_like lbi http //t.co/6wbusu26 via lbisource
965,3,0,1,2,1,2,0,vj2w point evident sandy coverage nyc still center universe http //t.co/auov2eyd
966,3,0,3,0,3,0,0,rt steveniles sandy 's victim need help donate text_redcross 90999. click link http //t.co/npxgcjcw ã¤ã³_ ã¤ã³_
967,3,0,3,0,3,0,0,new_yorkers rally celebrate halloween despite sandy cnn international new_york timesnew yorkers rally c ... http //t.co/vsz7lc7s
968,3,0,1,2,1,2,0,jajaja sandy http //t.co/p6rxmyqc
969,3,0,2,1,2,1,0,marielhemingway sandy hit hard nyc pls visit script proposal http //t.co/hz08ixtm
970,3,0,0,3,0,3,0,wish dear friend east_coast safety super storm sandy nyc http //t.co/c7twshib
971,3,0,1,2,1,2,0,brooklyn go sandy 60floorsup frankenstorm nyc onlygonnagetworse rooftop epic http //t.co/rrchfgyt
972,3,0,1,2,1,2,0,rt mittstormtips family small kid without_power get used sesame street mittstormtips sandy
973,3,0,3,0,3,0,0,rt commercialrebkr pakistani radical offer storm aid resident u.s. northeast grapple destruction ... http //t.co/8fgzqyua usnews usa
974,3,0,0,3,0,3,0,rt reginageoorge let tell something sandy ... http //t.co/x1jua57g
975,3,0,3,0,3,0,0,rt tvdwetpaint vampire diary starsã¤ã³â » nina dobrev ian somerhalder tweet support hurricane_sandy victim ... http //t.co/nmuryrnr tvdfansonline
976,3,0,0,3,0,3,0,warning little wind rain ur even yet wonder bad really gon_na get bring sandy
977,3,0,1,2,1,2,0,toptag 3hrs 1 sandy 2 ocra 3 benghazi 4 obama 5 nyc 6 news 7 nj 8 scorpio 9 dt 10 failure 11 teamfollowback ..
978,3,0,0,3,0,3,0,let stop bad talking sandy baby girl bust u-turn encore performance thatsthelifeimnotabout
979,3,0,3,0,3,0,0,rt nba please help red_cross respond affected_hurricane sandy go http //t.co/wa3ly7gb make donation today
980,3,0,0,3,0,3,0,rt drewbrees thought_prayer northeast battling hurricane_sandy
981,3,0,3,0,3,0,0,rt nytjim verizon say 6 cell site storm region t-mobile say 20 network area wo_n't say http //t.co/s6tr6pzc
982,3,0,3,0,3,0,0,transit 'disaster nyc hurricane_sandy 's knockout blow left new_york city massive clean-up repair jo ... http //t.co/llipe4fw
983,3,0,0,3,0,3,0,trick treating happens saturday sandy spongebob got period destroyed east_coast
984,3,0,0,3,0,3,0,thought_prayer went hurricane_sandy damage unbelievable
985,2,1,0,3,0,3,0,rt runlikeagrl big thanks fdny nypd mta volunteer everyone helping bring city back together nyers make anything nyc sandy
986,3,0,3,0,3,0,0,rt nycmayorsoffice anyone impacted sandy including homeowner renter business go http //t.co/g7ij1ztw register assistance
987,3,0,0,3,0,3,0,justiiin_e lmfao ill flying sandy
988,3,0,0,3,0,3,0,rico almuerzo con la wachiturras andichaud milimilon cuack__ solo falto valeavilesh que esta carreteando con sandy
989,3,0,0,3,0,3,0,rt fil0s0fia el_huracã­ã§n sandy llevã­_ un tiburã­_n hasta la calles de new_jersey http //t.co/oy4dwemd
990,2,1,2,1,1,2,1,flooded duane_reade south street seaport mess sandy nyc http //t.co/6ha5zaoj
991,2,1,0,3,0,3,0,ellerichietime 'd love live england haha living outer bank right bit dangerous sandy n't fan
992,3,0,1,2,1,2,0,rt memocirco huracã­ã§n sandy nyc sandy huracan historic http //t.co/bqd8pqzc
993,3,0,3,0,3,0,0,'s make sure n't get stuck flood damaged car http //t.co/kuj1oawa sandy
994,3,0,0,3,0,3,0,end 2012 earth killed hurricane_sandy
995,3,0,0,3,0,3,0,love american mcflyers stay_safe lt_3 let 's hope sandy disappears ocean harm done
996,3,0,3,0,3,0,0,ambassador trapped u.n hurricane_sandy asked obama help obama denied blaming flash flood mob danaperino
997,3,0,0,3,0,3,0,puedes llegar sandy http //t.co/zpv7yqmo
998,3,0,3,0,3,0,0,massive loss likely hurricane_sandy morning business memo multi-billion dollar insurance loss hu ... http //t.co/y6ybeddb
999,3,0,1,2,1,2,0,tevet thanks sal.yes talk lot news `` sandy '' scary indeed imagine live skyscratchers g night
1000,3,0,1,2,1,2,0,rt late_show studio audience place ready tonight 's all-new sandy show denzel washington paul bank http //t.co/1n9ltdyy
1001,2,1,1,2,1,2,0,get shirt saying survived hurricane_sandy
1002,3,0,3,0,3,0,0,rt mashable n't fall 6 fake hurricane_sandy pic feed http //t.co/uhgfplcb
1003,3,0,2,1,2,1,0,good luck everyone new_york city looked picture got bad sandy
1004,3,0,3,0,3,0,0,rt_twc_hurricane rt nygovcuomo w storm gust expected 80-85mph bridge nyc area quickly becoming unsafe closure 7pm sandy
1005,3,0,0,3,0,3,0,rt okofosho let get weird sandy
1006,3,0,0,3,0,3,0,`` sandy '' â “ ã³â “ ââ ‘ ã‹â ‘__â ‘ ã¥â ‘ ã©â ‘ âµâ “ â€â ‘ âµ â “ ã³â ‘ â±â ‘__â “ âšâ ‘ ã©â ‘ âµâ ‘ âÿâ “ ââ ‘ â¿â ‘ â± â “ â€â “_â‹â ‘__â “ â‰ â ‘ â„â ‘ ã¦â ‘ ã¯- 14â ‘__â ‘ âµâ ‘__â “ ââ ‘ ã‹â ‘ â¿ â ‘ â´â ‘__â ‘ â±â “_â‹â ‘ ã‹â ‘__â ‘__â “ ââ “ ââ ‘__â ‘ â± â “ â€â “_â‹â ‘ ã‹ â “ â€â ‘__â ‘ ã‹â “_â‹â ‘ ã¥â ‘ ã‡â ‘ â ‘__â ‘ â¿â ‘__â “_â‹â ‘ âµâ ‘ ã‹-â ‘__â “ âšâ ‘__â “_â‹â ‘ â±â ‘__â ‘ ã¥ http //t.co/wk2dxusq via sigmalivecom
1007,3,0,0,3,0,3,0,spoke one gal new_york storm crazy let 's hope hurricane_sandy swurf fast ...
1008,3,0,0,3,0,3,0,uragano sandy news e aggiornamenti http //t.co/ultpnujq
1009,3,0,0,3,0,3,0,rt manofbahrain ã¸â « ã¸_ã¸âµã¸_ã¸â±ã¸_ã¸_â™ãšã¸â¿â™_ ã¸ã‚ã¸â¿ã¸_â™_ã¸â© â™â‹ã¸â±ã¸ã‚â™_ã¸_ ã¸â£â™âƒã¸â±â™_â™â€â™_ ã¸_ã¸âµâ™_â™â‹ã¸â© ã¸_â¥ã©_ã¸_ã¸âµã¸_ã¸â±29â™â‰ã¸ãˆâ™_â™â‹ â™âš7.5ã¸â¿â™âšâ™ãš â™â€â™âˆã¸â±ã¸ã‚ã¸_ã¸ã§ bahrain hidd deertybhr nyc ksa kuwait sandy
1010,3,0,3,0,3,0,0,rt complexmag fema say text tweet post facebook instead making phone call hurricane_sandy http //t.co/cwdzzyps
1011,3,0,0,3,0,3,0,thinking everyone effected sandy hoping really hoping friend nyc safe
1012,2,1,1,2,0,3,0,fuck back lawn filled water pool messed fucking sandy also make evacuate house
1013,3,0,0,3,0,3,0,rt petershankman hey fd pd emts rescue team first responder thanks sandy
1014,3,0,1,2,1,2,0,rt xhurricanesandy hurricane_sandy make thirsty nyc frankenstorm http //t.co/nxhhrlld
1015,3,0,0,3,0,3,0,ã¤ã³ã¬ francisboulle gangnam style actually giant rain_dance 've brought sandyã¤ã³â actually funny
1016,3,0,3,0,3,0,0,sandy impacted national redcross blood supply thousand donor needed help patient http //t.co/yxtlypyc
1017,2,1,2,1,1,2,1,rt timcast water level still high sandy http //t.co/rmqtdjop
1018,3,0,0,3,0,3,0,rt laflaque ã­ã³ new_york cã¤ã³â » est sandy qui lave la ville ã­ã¦ montrã­â©al ce sont le ingã­â©nieurs
1019,3,0,3,0,3,0,0,superstorm_sandy disinfo troll exposed nyc lawmaker look press charge http //t.co/jnxsbzcp
1020,3,0,0,3,0,3,0,rt smh_at_smh dear everyone bitching bout stuck inside house least 're homeless stuck outside sandy begreatful
1021,3,0,2,1,2,1,0,tell power thought sandy left already
1022,3,0,2,1,2,1,0,rt bbcbreaking crane hanging precariously beside skyscraper new_york city hurricane_sandy approach picture http //t.co/mzrztyok
1023,3,0,3,0,3,0,0,new_jersey mom give birth mobile shelter hurricane_sandy http //t.co/dkmpusjl
1024,3,0,2,1,2,1,0,rt wind2energy rt bupin rat exodus reported nyc tunnel probably drowned http //t.co/zsjg1uqa sandy // anyone seen karlrove today
1025,3,0,2,1,2,1,0,rt bjnovak know 's tough new_york picture next summer lying warm calm beach nothing remind sandy
1026,3,0,2,1,2,1,0,rt nickjones5050 thank bubbakoos sandy sandynj power wifi hot food photo coming soon bubbakoo 's burrito http //t.co/zjctkaif
1027,3,0,0,3,0,3,0,rt jensonbutton thinking everyone path hurricane_sandy ...
1028,3,0,0,3,0,3,0,rt evagolinger esta maã­â±ana en red hook brooklyn ya inundada aã­_n llega sandy http //t.co/fs8atwuo
1029,3,0,1,2,1,2,0,rt chriscolfer sending hug friend family anyone dealing sandy please stop making video go inside staysafe
1030,3,0,3,0,3,0,0,rt tompodolec sarnia hydro worker killed repairing downed power line damaged storm sandy near lake huron shoreline ministry labour investigating
1031,3,0,0,3,0,3,0,rt wherever get http //t.co/yx1njmnq
1032,3,0,0,3,0,3,0,rt ooaakklleeyy everyone wanting sandy cancel school sit know school suck like power
1033,3,0,1,2,1,2,0,sandy http //t.co/szjd9hye
1034,3,0,3,0,3,0,0,rt_newyorkpost breaking crane_collapse midtown nyc hurricance sandy http //t.co/bzpp4ppe
1035,2,1,0,3,0,3,0,rt soloposdotcom badai sandy wah 2 makam nyembul akibat badai new_york tak hanya mengakibatkan korban tewas dan kerugian mil ... http //t.co/ycww6935
1036,3,0,0,3,0,3,0,sandy got 2 midterm 'm kinda scared 'm gon_na stuck real life episode revolution sure worth
1037,3,0,0,3,0,3,0,rt jennylsq âœâ¿\_ ãœâ€â‹ _/âœâ¿ sandy
1038,3,0,1,2,1,2,0,sandy arrived http //t.co/c0smivhm
1039,3,0,2,1,2,1,0,rt melissagorga tune entertainment tonight 7:30pm eastern call give update pic sandy
1040,3,0,0,3,0,3,0,rt badastronomer wow ã¤ã³ã¬ robdelaney wrote nicu baby http //t.co/rsdjtdm3 please share 're inclined.ã¤ã³â
1041,3,0,2,1,2,1,0,halloween cancelled thanks lot sandy
1042,3,0,2,1,2,1,0,shelter 'struggling house homeless kid http //t.co/uz3p3yxd
1043,2,1,3,0,2,1,1,rt m7md_jm empire_state building nyc sandy http //t.co/1qz8rdqi
1044,3,0,1,2,1,2,0,kid missing halloween america due sandy therealcamilleg
1045,3,0,0,3,0,3,0,rt melvg_ yo sandy chill nigga win.. game smoke
1046,3,0,0,3,0,3,0,rt sandyshurricane sandy http //t.co/kgnnlnp9
1047,3,0,1,2,1,2,0,rt itslifenotes nobody go back start new beginning anyone start today make new ending
1048,3,0,3,0,3,0,0,rt ã¤ã³ã¬ laryvitoriano `` un another photo un headquarters nyc hurricane_sandy monday http //t.co/55touetk '' dreliziariojrã¤ã³â
1049,3,0,3,0,3,0,0,39 dead hurricane_sandy ... rip lt_3
1050,2,1,3,0,2,1,1,rt katdeluna heroic picture statue liberty standing strong face sandy http //t.co/qn2kqyuc
1051,3,0,1,2,1,2,0,feel seeing city injured sky news reporter nyc citizen jornos love drama n't sandy
1052,2,1,3,0,2,1,1,personal watercraft new_york harbor hurricane_sandy approach nyc http //t.co/sreonvow http //t.co/aqdhor0g
1053,3,0,3,0,3,0,0,sandy 's damage central park superstorm_sandy tore nyc 's central park knocking many tree http //t.co/pkclj7z7
1054,3,0,3,0,3,0,0,rt romneystormtips everyone path hurricane head second third home safety sandy romneystormtips
1055,3,0,0,3,0,3,0,rt mgonzalezz9 fact people joking hurricane_sandy literally blow ... thankful n't hit hard north
1056,3,0,0,3,0,3,0,rt jpolen28 everyone saying sandy new_york city definitely texas
1057,3,0,0,3,0,3,0,make clear sorry pre-programmed tweet saying otherwise bostonbyfoot tour evening sandy
1058,3,0,0,3,0,3,0,praying people hurricane_sandy 's path staysafe xx
1059,3,0,3,0,3,0,0,rt nymag update rt nycmayorsoffice_mayor bloomberg update new_yorkers sandy 10 live http //t.co/c9t6u0ww
1060,2,1,1,2,0,3,0,fuck hurricane_sandy work 24 hour shift..
1061,3,0,2,1,2,1,0,thanks danfortheast member checking park tree post sandy http //t.co/zwtjxgq5
1062,3,0,0,3,0,3,0,sandy ai_n't playing wit y'all necnsandy
1063,3,0,3,0,3,0,0,help post-sandy http //t.co/gyxgkdjv via dailycandy
1064,3,0,3,0,3,0,0,blogher12 -ers 'll know rt alexjamesfitz bloomberg building near damaged crane 57th st evacuated nyc sandy
1065,3,0,3,0,3,0,0,rt_newyorkpost hurricane_sandy space http //t.co/lqflugkr
1066,3,0,1,2,1,2,0,omg 'm scared sandy hit nyc nj state ... aqui en el bronx muchos vientos
1067,3,0,0,3,0,3,0,ã¤ã³ã¬ shelisrael gapingvoid 's sandy cartoon nyc first time 've smiled awful event http //t.co/cme8howuã¤ã³â
1068,3,0,3,0,3,0,0,rt time people line charge phone avenue manhattan http //t.co/nmtu0umd sandy
1069,3,0,3,0,3,0,0,rt cohenkomo item worldvision giving sandy victim food blanket flood cleanup kit nyc warehouse flooded http //t.co/pick5xqw
1070,3,0,3,0,3,0,0,rt cbsnews latest superstorm_sandy http //t.co/rplawu71
1071,3,0,3,0,3,0,0,science behind hurricane_sandy confluence trouble http //t.co/kota6rx5 latimes
1072,3,0,0,3,0,3,0,rt nycgob la transmisiã­_n del mensaje del alcalde bloomberg comenzarã­ã§ dentro de pocos minutos en http //t.co/iu1nlnes sandy
1073,3,0,3,0,3,0,0,crane_dangling west 57th street http //t.co/azrv9zca
1074,3,0,1,2,1,2,0,ã¤ã³ã¬ hurricannesandy hurricane_sandy ... cheek sandy hurricanesandy http //t.co/sl6sa4fnã¤ã³â drahn5 step_on_me_roan
1075,3,0,3,0,3,0,0,oh lanta ã¤ã³ã¬ jpchan mta video release hurricane_sandy south ferry/whitehall st station damage http //t.co/iwplvjpn ''
1076,3,0,3,0,3,0,0,rt carmdaleyfox6 red_cross phone bank fox6 folk hit sandy 414-586-2100 online http //t.co/fdvlquev text_redcross 90999 10 donation
1077,2,1,3,0,2,1,1,breaking news least 39 dead million_without power sandy 's aftermath http //t.co/ygerzyjq
1078,3,0,0,3,0,3,0,hurricane_sandy try hurricane sharon phil 's done soapbanter
1079,2,1,1,2,1,2,0,blowin tree call sandy.. llss
1080,3,0,0,3,0,3,0,rt revistasemana sandy en 20 fotografã­_as http //t.co/odoos7p7 fb
1081,4,0,3,1,3,1,0,rt joshuahol irony=dead ... rt alternet bush 's fema director michael brown criticizes obama responding sandy quickly http //t.co/qgs7nh4r
1082,3,0,1,2,1,2,0,stay_safe everyone sandy
1083,3,0,3,0,3,0,0,sandy bring pet inside keep animal outdoors
1084,3,0,3,0,3,0,0,rt_twc_hurricane mayor_bloomberg `` please use 311 downed tree flooding 911 '' sandy nyc
1085,3,0,3,0,3,0,0,rt nasahistory 's satellite view hurricane_sandy moonlight early yesterday morning http //t.co/bfgeevxw
1086,3,0,0,3,0,3,0,ty_365 'm 16 inch tall sandy drop 14 inch rain im fucked ctfucdfu
1087,3,0,1,2,1,2,0,hurricane_sandy could taken seat wayside though ...
1088,3,0,2,1,2,1,0,rt missamythorp thinking nyc sandy
1089,3,0,0,3,0,3,0,rt rlwood1 someone put chris christie charge nyc bloomberg monitor red_cross meal salt level sandy
1090,3,0,1,2,1,2,0,rt jamielsigler love rt_newyorkpost rainbow today 's nyc sky_offer glimpse_hope hurricane_sandy http //t.co/jro4dvgw via isardasorensen
1091,3,0,1,2,1,2,0,rt nathanthewanted hope fan usa keeping safe anywhere near sandy ... sending love caught xx
1092,3,0,2,1,2,1,0,sandy update nyc data center n't expect issue available waiting update
1093,2,1,3,0,2,1,1,great pic johnminchill patient put ambulance evacuation nyu last_night http //t.co/i5moukfl via in_focus sandy
1094,3,0,1,2,1,2,0,slate true fact mitt romney 's budget would require 34-53 cut fema 's budget http //t.co/pcarijsl sandy
1095,3,0,3,0,3,0,0,sandy ai_n't playing game bra fuck thought http //t.co/k5c6czc5
1096,3,0,3,0,3,0,0,help sandy victim ca_n't personally provide shelter supply affected superstorm ... http //t.co/psraszdo
1097,3,0,3,0,3,0,0,sandy hit coast flood new_york sandy carved harrowing path destruction east_coast promisin ... http //t.co/csqyod1d
1098,3,0,0,3,0,3,0,disneystarwars powerful sandy
1099,3,0,0,3,0,3,0,rt scooterbraun sandy come ... one end movie leather pant doesnt mess around safe
1100,3,0,0,3,0,3,0,rt scottdools expect huge spike number child named sandy east_coast usa 9 month
1101,3,0,0,3,0,3,0,prayer safety east coaster could affected sandy http //t.co/6ghl6qvc
1102,3,0,0,3,0,3,0,mundo furacã­â£o sandy causa cancelamentos de voos e evacuaã­_ã­âµes no eua http //t.co/2iofcj2b
1103,3,0,2,1,2,1,0,rt abcworldnews sandy twice big hurricane irene abcworldnews
1104,3,0,3,0,3,0,0,rt hc_sandy nyc alert lower manhattan submerged sandy http //t.co/dyb7k9lm
1105,3,0,0,3,0,3,0,wonder coincidence election coming sandy hurricane happening.. haarp corruptpolitics fuckobama revolution
1106,3,0,3,0,3,0,0,hurricane_sandy significantly impacted many people home damaged step toward recovery http //t.co/zdwgj6in
1107,3,0,2,1,2,1,0,rt nygovcuomo mta bus left depot way start picking passenger sandy
1108,2,1,2,1,1,2,1,astoria astoriapark sandy nyc http //t.co/7pl0clty
1109,3,0,2,1,2,1,0,sandy finally sun coming nyc http //t.co/9yfokxzj
1110,3,0,3,0,3,0,0,v.p candidate ryan attends food drive wisconsin victim hurricane_sandy po-35we bitcentral
1111,3,0,3,0,3,0,0,geweldig rt ajhalls1 latest image new_york sandy hit http //t.co/ptsilcj5
1112,3,0,1,2,1,2,0,incredible unbelievable. freakishly scary `` mrmohindru hurricane_sandy nyc http //t.co/lohznlrk ''
1113,3,0,3,0,3,0,0,much hurricane_sandy cost u.s. economy derek thompson atlantic http //t.co/m2gsnlbd
1114,3,0,0,3,0,3,0,rt maedamari ãœâã±ãœââ¬ãœâ€âãœâ€ãˆãœâ‰â±ãœâ€_ãœâ€_ãœâ_ãœâ€â†ãœâ€â « ãœâ€_ãœâ‰âÿãœâ€â£ãœâ€_ãœâ‰âÿãœâ€_ãœââ¬ãž_ã´ââ » _ãœââ‚ãœââ©ãœâãšãœââ†ââ¢â‚ãžâ¬_ãœâã « ãœââ‰ãœâ‰_ãœâ_ãœâ_ãœâ‰ã±ãœâ‰âšãœâãšãœââ‚ãœã³â‰ãœã³ã³ nyc â¥_â€sandy
1115,3,0,3,0,3,0,0,hurricane_sandy aftermath happens bird http //t.co/lkgvnvdb
1116,2,1,3,0,2,1,1,time follow time 's instagram hurricane_sandy shot photographer field http //t.co/inay1yoz
1117,3,0,0,3,0,3,0,teamfollowback way nightmare get free kind http //t.co/bvufbcl9
1118,3,0,0,3,0,3,0,rt noemimelero el huracan sandy derrumbao la casa de jerseyshore tiaaaa ... ..ke fuerteee ... asko de huracan ya hay ma temporada ke juumm
1119,3,0,1,2,1,2,0,never hurricane bring sandy hurricane dontblowaway http //t.co/pu4kq1fy
1120,3,0,3,0,3,0,0,rt jmichaellaverty ã¤ã³ã¬ wendycncs rt redcross one way_help donate_blood shortfall almost 9000 unit http //t.co/3jlajxz3 sandyã¤ã³â natlserviceksmo
1121,3,0,3,0,3,0,0,rt bbcbreaking half-submerged car near goldman sachs building nyc storm sandy photo credit davey davis http //t.co/7iv24akp
1122,3,0,0,3,0,3,0,hurricane_sandy hitting ny say hi cousin
1123,3,0,2,1,2,1,0,statuelibrtynps wynandsmit2 yep check http //t.co/8tb0gpdg rough 126th birthday week lady liberty sandy nyc
1124,3,0,3,0,3,0,0,photo put hurricane_sandy perspective 's huge -- http //t.co/6hkjc8ua
1125,3,0,3,0,3,0,0,eye sandy craziest nyc hurricane image http //t.co/48xwbhqv via refinery29
1126,3,0,0,3,0,3,0,lamborghini sandy yo chick thirsty
1127,3,0,0,3,0,3,0,year ago ny bad wet snowstorm ... sandy october new storm month
1128,3,0,1,2,1,2,0,sagittarius take u back history http //t.co/6ro6heog
1129,3,0,3,0,3,0,0,sandy alert eastcoast sandy rip east_coast making 's way canada
1130,3,0,3,0,3,0,0,rt nonitttaaa nyc window gon_na great beginning sandy http //t.co/fnggxd1r
1131,3,0,3,0,3,0,0,new article video sandy shuts stock option market cbs news http //t.co/grplqix3
1132,3,0,0,3,0,3,0,rt reeallitty guarentee sandy got dumped girl always go crazy get dumped ...
1133,3,0,3,0,3,0,0,760000 con ed customer nyc still without_power http //t.co/aqjanwrz
1134,3,0,3,0,3,0,0,kimberlymufferiphotography williamsburg brooklyn earlier today east river coming bridge nyc sandyã¤ã³_ http //t.co/txvjgyqc
1135,3,0,0,3,0,3,0,rt 1jerry_ goodmorning woke but.. fuck hurricane_sandy
1136,3,0,3,0,3,0,0,headline usatoday nyc try heal deadly storm http //t.co/c6ee2ljn
1137,3,0,0,3,0,3,0,rt stinos mijn vrouw achtergebleven nyc ben zelf ohio en maakte net deze bizarre foto laat kracht sandy goed zien http //t.co/cn2v3yud
1138,3,0,2,1,2,1,0,rt morrowchris amazing `` motivateathlete tomb_unknown soldier continues stay guarded throughout hurricane_sandy http //t.co/wwnj3u9n ''
1139,2,1,2,1,1,2,1,rt rmoltubak live stream time_square nyc vgtv via earthcam new day rise sandy storm hurricane http //t.co/5pxdafpt
1140,3,0,0,3,0,3,0,rt canadian_kidd rt `` themattmaverick anyone else hope sandy took cast jerseyshore never reunion show ''
1141,1,2,1,2,0,3,0,rt typyles_881 went outside yelled `` bring sandy '' got soaked ...
1142,3,0,2,1,2,1,0,ã¤ã³ã¬ isardasorensen clearing blue sky nyc today heel sandy http //t.co/thua0wapã¤ã³â lovely _ã´ã « âš
1143,3,0,3,0,3,0,0,rt shelfawareness rt galleycat nyc bookstore reopen hurricane_sandy powerhouse arena `` devastated '' http //t.co/ovijbknq
1144,3,0,2,1,2,1,0,rt nicholashuba stafford wawa route 72 closing wind really starting pick sandy frankenstorm lbisandy
1145,3,0,3,0,3,0,0,rt americanair thought everyone affected_hurricane sandy please check updated information travel policy http //t.co/wo9x0lzu
1146,3,0,1,2,1,2,0,lmao `` koye10 afi ripple rt channels_tv ripple hurricane_sandy may hit lagos ã¤ã³ã± commissioner http //t.co/nqp67qf1 ''
1147,3,0,3,0,3,0,0,rt amercogliano time-lapse nyc skyline hurricane_sandy http //t.co/1cuhpylh
1148,2,1,3,0,2,1,1,rt ap ap photo rainbow form breezy point nyc borough queen aftermath superstorm_sandy http //t.co/zm5jcyub -ras
1149,2,1,0,3,0,3,0,rt forever_nel two day school time catch sleep hope_everyone stay_safe sandy
1150,3,0,0,3,0,3,0,rt bekiherrero se pierdan el gran artã­_culo de tanausufm sobre el_huracã­ã§n 'sandy http //t.co/2hbyw0fa âœã§este chico lo vale
1151,2,1,3,0,2,1,1,rt_twc_hurricane rt isardasorensen clearing blue sky nyc today heel sandy http //t.co/mva13zlq
1152,3,0,0,3,0,3,0,rt dantesersotp ok sandy 've proved point congrats pls go away http //t.co/syiyzzv1
1153,3,0,3,0,3,0,0,rt bbcbreaking street turned river floodwater storm sandy nyc photo credit greg mchale http //t.co/ojisuo2a http //t.co/qzxx2d8i
1154,3,0,3,0,3,0,0,explosion blacked lower manhattan -- watch http //t.co/h2gabveu sandy via bloombergnews
1155,3,0,0,3,0,3,0,rt lifeprobiems people walking life 'm use
1156,3,0,3,0,3,0,0,share rise sandy hit offshore market new zealand sharemarket slightly early trading interna ... http //t.co/f3nijlmn
1157,3,0,3,0,3,0,0,rt dreamyeyed excitement please n't forget sandy victim donate money donate_blood http //t.co/mtkhmuar
1158,3,0,1,2,1,2,0,rt latinromney katrina survivor tell gov romney people n't need old can bean need sheetrock drywall sandy
1159,3,0,0,3,0,3,0,rt sgbroficial selena envia mensagem aos afetados pelo furacã­â£o sandy http //t.co/vtcoex8g
1160,3,0,3,0,3,0,0,obama camp asks people election phone bank hurricane_sandy hit obama campaign 2012 fox nation http //t.co/d6koxggr
1161,3,0,2,1,2,1,0,rt wsjweather atmospheric pressure manhattan bottomed 964mb sandy break time nyc pressure record 961mb set 1914
1162,3,0,3,0,3,0,0,rt fdny please note *do not* tweet emergency call please call 911. emergency please call 311 nyc sandy
1163,3,0,1,2,1,2,0,thought affected_hurricane sandy- downed tree sunnyside queen sandy ny1sandy nyc http //t.co/okx0rwog
1164,3,0,0,3,0,3,0,rt kes2996 ã¤ã³ã¬ sandyshurricane dis bitch like `` 'm dying hurricane_sandy tweet '' 'm like dyin real life hoeã¤ã³â diceapproved
1165,3,0,0,3,0,3,0,rt arodriguezb66 el_huracã­ã§n sandy arrastra do tiburones hasta el_metro de nueva_york acojonante http //t.co/ej7rrgteã¤ã³â
1166,3,0,0,3,0,3,0,rt pratimdgupta sandy take let retweet paanch adhyay tweet ... kya pata kal ho naa ho ...
1167,3,0,0,3,0,3,0,ã¤ã³ã¬ revistasemana se estima que 35.000 persona queden sin electricidad en nueva jersey por el paso del_huracã­ã§n sandyã¤ã³â svelezd
1168,3,0,0,3,0,3,0,le enfants americains ne peuvent plus jouã­â© aux sandy-mã­ã‚tre haie le pauvres..
1169,3,0,3,0,3,0,0,rt cpwilldo new newsbusters msnbc ridicule romney collecting food supply sandy victim http //t.co/axih14kr
1170,4,0,4,0,4,0,0,rt thesamslater every rt get slaterorg donate 25 redcross help victim hurricane_sandy twitter
1171,2,1,2,1,1,2,1,incredible scene response match nycmayorsoffice amazing work nyc first responder sandy
1172,3,0,2,1,2,1,0,wood brooklyn nyc sandy http //t.co/8agnbqfa
