text,oa_predicate,study_predicate,Y,abstract_structured
"Care delivery frame: A home telehealth system based on social networking. Purpose: Home telehealth systems generally focus on building connections between home environments and home telehealth service providers and place technical emphasis on establishing an information platform for health data transmission, storage, and analysis. Although useful vital sign monitoring equipment and information communication technologies are readily available, many researchers and businesses are still attempting to expand coverage, and expectations for widespread adoption of home telehealth services have not been realized in Taiwan. Lack of user motivation is the key. This research suggests a paradigm shift in home telehealth systems from provision of telehealth care to enhancing older adults' interpersonal communication and social participation. Method: The core of the system is a tablet on which the CDF (Core Delivery Frame) App is installed (Figure 1). Vital sign measurement data from various devices, are transmitted via Bluetooth to the tablet. Under the SSL and HTTPS data transmission security of Facebook, data are encrypted and then posted to the elderly adult's Facebook timeline by using the one touch data-upload button on the CDF App interface. Facebook also becomes the 'user interface' of CDF for younger persons and family members who are 'Facebook friends' of the elderly adult. Under Facebook privacy settings, children and family members can browse the elderly adult's vital sign measurement data and also post caring messages, photos, and videos using the regular Facebook App. The elderly adult is able to read these messages from Facebook displayed in the simplified user interface of the CDF App on the tablet. The professional caregiver, who is a 'Facebook friend' of the elderly adult, is allowed to use the 'Comm & Care' App installed on a smartphone to retrieve vital sign data stored in Facebook. The 'Comm & Care' App provides standard home telehealth functions, such as multiple user management, graphical display, data analysis and export, event alert, etc. In addition, data can be permanently deleted from the Facebook server, as indicated in an official announcement from Facebook. A total of ten elderly adults, age 55-79, who are not living with their children, participated in a user evaluation of CDF. Only one participant had experience with computers. Nine participants suffer hypertension and diabetes. The other has diabetes but not hypertension. The average number of interactions for the participants through CDF were collected for more than five months. This research used Qualitative Content Analysis (QCA) to obtain complete and straightforward user feedback. Results & Discussion: During the evaluation period, each participant had 1.79 to 3.50 CDF interactions per day in Facebook. CDF was well received by the elderly participants and their children as indicated by the increased motivation due to the inclusion of the elderly into social networking. Implementing telehealth functions in CDF consists of installing Apps only. Cost is minimal. CDF delivered tracking vital signs, providing health-care, and forming a small 'family social network'.",0,1,0,1
"Cognitive impairment in depressed older adults: Implications for prognosis and treatment. Late-life depression is often accompanied by cognitive impairment. In some cases, the syndromes of depression and cognitive impairment may be related to the same underlying disorder (eg, vascular dementia, hypothyroidism), whereas in other cases, they may be relatively independent and simply coexist. Cognitive deficits in late-life depression span multiple domains; however, deficits in executive functions may be particularly important as their presence predicts poor clinical outcomes. Cognitive impairment, when mild, does not suggests the need for careful follow-up, particularly in cases where executive dysfunction is suspected. The Expert Consensus Guideline recommends antidepressant drug therapy combined with a psychosocial intervention as the treatment of choice for geriatric depression. New treatments including computerized cognitive remediation and problem-solving therapy may be particularly effective in treating both affective and cognitive symptoms.",0,0,0,0
"Understanding digital and material social communications for older adults. Online technologies are promising for helping older adults maintain social connectedness, particularly with younger people, yet many older adults resist or participate minimally in the mainstream technologies used by younger members of their social network. We present results from an interview study involving 22 older adults (age 71-92) to understand communication preferences and values related to social media. Seniors articulate many concerns with online social media, including the time required for legitimate participation, the loss of deeper communication, content irrelevance, and privacy. Additionally, older adults engage in social practices that could be supported by online social technologies, but they rarely use such tools. The theme of material social communications emerges from our data, and we examine this in context of online social media. We conclude with design considerations for the development of social media for older adults, and as part of this we describe the notion of bridging technologies as a framework for intergenerational communication design.",1,0,0,0
"A Mixed-Methods Randomized Controlled Trial of Financial Incentives and Peer Networks to Promote Walking Among Older Adults. Background. Financial incentives and peer networks could be delivered through eHealth technologies to encourage older adults to walk more. Methods. We conducted a 24-week randomized trial in which 92 older adults with a computer and Internet access received a pedometer, daily walking goals, and weekly feedback on goal achievement. Participants were randomized to weekly feedback only (Comparison), entry into a lottery with potential to earn up to $200 each week walking goals were met (Financial Incentive), linkage to four other participants through an online message board (Peer Network), or both interventions (Combined). Main outcomes were the proportion of days walking goals were met during the 16-week intervention and 8-week follow-up. We conducted a content analysis of messages posted by Peer Network and Combined arm participants. Results. During the 16-week intervention, there were no differences in the proportion of days walking goals were met in the Financial Incentive (39.7%; p = .78), Peer Network (24.9%; p = .08), and Combined (36.0%; p = .77) arms compared with the Comparison arm (36.0%). During 8 weeks of follow-up, the proportion of days walking goals were met was lower in the Peer Network arm (18.7%; p = .025) but not in the Financial Incentive (29.3%; p = .50) or Combined (24.8%; p = .37) arms, relative to the Comparison arm (34.5%). Messages posted by participants focused on barriers to walking and provision of social support. Conclusions. Financial incentives and peer networks delivered through eHealth technologies did not result in older adults walking more. © 2014, Society for Public Health Education. All rights reserved.",1,1,1,1
"Understanding the Impact of Face Mask Usage Through Epidemic Simulation of Large Social Networks. Evidence from the 2003 SARS epidemic and 2009 H1N1 pandemic shows that face masks can be an effective non-pharmaceutical intervention in minimizing the spread of airborne viruses. Recent studies have shown that using face masks is correlated to an individual's age and gender, where females and older adults aremore likely to wear a mask than males or youths. There are only a few studies quantifying the impact of using face masks to slow the spread of an epidemic at the population level, and even fewer studies that model their impact in a population where the use of face masks depends upon the age and gender of the population. We use a stateof- the-art agent-based simulation to model the use of face masks and quantify their impact on three levels of an influenza epidemic and compare different mitigation scenarios. These scenarios involve changing the demographics of mask usage, the adoption of mask usage in relation to a perceived threat level, and the combination of masks with other non-pharmaceutical interventions such as hand washing and social distancing. Our results shows that face masks alone have limited impact on the spread of influenza. However, when face masks are combined with other interventions such as hand sanitizer, they can be more effective.We also observe that monitoring social internet systems can be a useful technique to measure compliance.We conclude that educating the public on the effectiveness ofmasks to increase compliance can reduce morbidity and mortality. © Springer-Verlag Berlin Heidelberg 2014.",0,0,0,0
"Predictors of improvement following speed of processing training in middle-aged and older adults with hiv: A pilot study. Speed of processing training has been shown to improve cognitive functioning in normal older adults. A recent study demonstrated that middle-aged and older adults with HIV also improved on a measure of speed of processing and a measure of everyday functioning after such training. The primary objective was to examine what predicts the speed of processing training gains observed in the previous study. Participants were administered an extensive battery of demographic, psychosocial, and neuropsychological measures at baseline. They were randomized either to the speed of processing training group (n = 22) or to a no-contact control group (n = 24). Participants received approximately 10 hours of computerized speed of processing training. Predictors of training gains on the Useful Field of View (UFOV) Test and the Timed Instrumental Activities of Daily Living (TIADL) Test were examined through correlational analyses. In general, those who performed worse on the UFOV and TIADL at baseline demonstrated significantly more training gains. Also, higher HIV viral load, poorer medication adherence, a higher number of years diagnosed with HIV, and lower baseline scores on the Wisconsin Card Sorting Test (an executive functioning measure) were correlated with better TIADL training gains. TIADL performance improved in those with higher HIV viral load, poorer medication adherence, and poor executive functioning. Speed of processing training may be a way to improve everyday functioning and therefore quality of life in more medically and cognitively vulnerable adults with HIV. © 2014 American Association of Neuroscience Nurses.",0,1,0,0
"Resocialization and metaphor of social networks: Co-construct with the user relevance of relational technologies. The subject of this publication focuses on the isolation problem. This can be considered a health and social problem since it has adverse health consequences to seniors. The objective of this research is to identify the relational patterns of the elderly in order to help recreate a network of relationships suited to their unique needs. The research method questions relationship dynamics, which include interactions with for example, alliances and desalliances, common points and affinities, meeting places including the use of social networks on the web. We study the new relational technologies around the notion of situation, described by Alex Mucchielli. The proposed work will rely on observation methods and interviews with isolated elderly. We want create a model of intervention which uses narrative methods for understand how the person built its social network. Copyright © IARIA, 2014.",0,0,0,0
"An ICT-mediated social network in support of successful ageing. Background: The idea is that an active lifestyle rich in social interactions and active engagement may mitigate age-related decline and reduce healthcare costs. The main aim of the AGNES project was to investigate the potential of new Information and Communication Technology (ICT) environments to help maintain the independence and wellbeing of elders. The innovative applications developed in this research project could have wide application for a large number of older adults living alone. Method: We used a web-based social network platform, enhanced with devices to detect users' states and collect activity data. The effectiveness of the ICT-based solution was assessed throughout the project with user and control groups in Spain, Sweden and Greece. User interviews and psychological testing were conducted at the beginning of the project and after a year of deployment of the equipment. Both groups completed the same assessment protocol. Results & discussion: We found that only the user group showed an improvement from pretest to posttest in the affective dimension of the wellbeing SPF-IL scale. This dimension relates to the degree of confidence, social acceptance, and level of satisfaction with the people around them. Exploring new ways to maintain the cognitive and functional state of older users is today a critical issue, for individuals, their families, and for whole societies. The study suggests the potential of AGNES to improve older adults' perceived wellbeing. However, more research may be needed to determine if AGNES is a tool to maintain mental health and independent living in older adults, especially those with MCI.",1,1,1,1
"Invisible connections: Investigating older people's emotions and social relations around objects. The advent of the Internet of Things creates an interest in how people might interrelate through and with networks of internet enabled objects. With an emphasis on fostering social connection and physical activity among older people, this preliminary study investigated objects that people over the age of 65 years viewed as significant to them. We conducted contextual interviews in people's homes about their significant objects in order to understand the role of the objects in their lives, the extent to which they fostered emotional and social connections and physical activity, and how they might be augmented through internet connection. Discussion of significant objects generated considerable emotion in the participants. We identified objects of comfort and routine, objects that exhibited status, those that fostered independence and connection, and those that symbolized relationships with loved ones. These findings lead us to consider implications for the design of interconnected objects.",1,0,0,0
"The PRISM clinical field trial to enhance well-being of older adults at risk for social isolation. Purpose: An increasingly important public health issue is ensuring that the growing population of older adults has the capacity to live independently and enjoy a good quality of life. Technology holds promise in terms of providing support to older people and enhancing their capacity to live independently. The objective of the PRISM trial is to gather rigorous evidence about the value of a technology application, the Personal Reminder Information and Social Management System (PRISM), which is designed for older adults to support social connectivity, memory, knowledge about topics, leisure activities, and access to resources. Method: The study design was a three-site randomized field trial. Following a baseline assessment, which included measures of demographics, health, prior technology experience, computer attitudes and proficiency, cognitive abilities, social support, and well-being, participants were randomly assigned to the PRISM condition or a Binder condition. Follow-up assessments occurred at 6 and 12 months post randomization. Participants also received a telephone interview at 18 months. Results & Discussion: Three hundred adults (aged 64-98 years) were randomized into the trial (150 participants in each condition). The sample is predominantly female, ethnically diverse, and from lower income strata. Although the majority of the sample population had minimal or no prior computer/internet experience, we were able to train all participants in the use of PRISM. The initial data indicate that the participants assigned to the PRISM condition enjoyed using the software and perceived it as valuable. They indicated that using PRISM facilitates their ability to connect or re-connect with family and friends, access community resources, and find information about topics of interest. The data also indicate that using PRISM resulted in re- duced feelings of social isolation and enhanced social support. Overall the data suggest that technology holds promise in terms of enhancing the well-being of older adults.",1,1,1,1
"Creation of a 'Caricature Robot' for social inclusion of older adults. Purpose: Communication and social participation for older adults has become an increasingly important need within an aging society. Telepresence Robots carry with them a set of technologies that provide a distinct advantage in helping older adults maintain social inclusion1. One challenging problem is how to include a robot in the homes of older adults and caregivers, while making it feel like a natural part of their daily life? This paper presents the development of WOBOT, which is a hybrid telepresence and companionship robot that offers interactive communication through video conferencing and tele-operated facial expressions, body motions, and built-in autonomous reactions. WOBOT is simple, non-humanoid robot that emphasizes 'fun' rather than 'functions', hoping to aid our elders in communication, leisure, and companionship. Method: WOBOT is our first design of a series of 'Caricature Robots', which are nonhumanoid robots that show humanoid motions in simplified or exaggerated ways. When stationary, WOBOT appears as a photo frame with two hands holding a tablet computer (Figure 1). With three degrees of freedom in motion, WOBOT's motion design is based on principles of cartoon character design2, used by animators to produce animated films. WOBOT brings some of the features of animated characters into real motions. Figure 2 shows the information structure of WOBOT. The remote user manipulates WOBOT through the user interface on a smart phone/tablet/PC to show cartoon-like facial expressions and body motions while video conferencing with the local user, the older adult staying with the robot in their home environment. By providing both verbal and nonverbal elements of interpersonal communication, the robot can better serve as the family members' or caregivers' avatar for expressing their care to the older adults at home. WOBOT is not only a communication gate, but also offers a set of autonomous reactions to interact with the older adults like a companion robot. WOBOT is in a ""Body and Brain"" system structure that enables it to be an open platform. New applications can be added by developing Apps on the tablet (brain), which transmits commands to the robotic platform through Bluetooth to perform requested motions. Result and Discussion: A lab-based evaluation, in which 16 older adults aged 52 to 80 interacted with a facilitator through WOBOT, showed positive results regarding seniors' acceptance of WOBOT. Older adults' levels of anxiety were low while interacting with WOBOT, based on their heart rate; also, the level of concentration while interacting with WOBOT was high, based on eye tracking records. With the aim of creating robots acceptable to seniors' for use in their homes, and following the Caricature Robot approach to expression and movement design, WOBOT Junior - a smaller version, to be controlled by a smart phone - is currently under development.",0,0,0,1
"Cyberseniors and quality of life: A focus on social networking. In the contemporary world which emphasizes the new, the different and the snapshot, we perceive an inversion of roles with regard to stages of life and appreciation of individuals. The old age in Western societies has often been linked to inactivity and biological decline. To reinforce this thought we find the cult of youth which dominates media, advertising and the contemporary society (Brandão and Silveira, 2010). Aging is not only a question of genetics and biology, but also psychological and social issues. Aging is a natural development of life and depends on the environmental conditions and the socio-cultural characteristics of seniors' lives (Freitas, 2011). Nowadays the information and communication technologies (ICT) have contributed to dissemination of knowledge through several means, and to do so ICT use digital tools. These tools allow not only research but also may provide conditions towards knowledge to be shared and socialized. Thus, these technologies may help older people to reduce isolation and loneliness, increasing their chances of keeping in touch with family and friends, including their social relationships through the use of social networks as a tool to facilitate the active aging achievement (Páscoa, 2012). In this sense the population is increasingly concerned about the quality of life. Quality of life encompasses different factors and therefore it is considered multidimensional. So, quality of life refers about biological, educational, psychological and social aspects which include new changes in society. The use of ICTs can help seniors to enjoy and include themselves in the Knowledge Society, mostly through Digital Social Networks (DSN) where they can relate with family and friends. The Digital Social Networks (DSN) foster changes in social relationships and they are a medium that enable changes in social relations, this research aims to investigate the influence of the use of DSN by elderly who are already digitally included and utilize this type of technology. We investigated the DSN influence in the quality of life of seniors. For this purpose, a survey was conducted with twelve seniors who participated in a course of digital inclusion in Brazil, during 2009 to 2013. We used the WHOQOL-bref Questionnaire of World Health Organization to evaluate the quality of life perceived by the participants. Our findings indicate that seniors were active participants in the DSN, and use it mainly to communicate with each other and exchange information as a way to maintain existing relationships and to obtain new ones. This shows that DSN can improve the quality of life for seniors.",1,0,0,0
"Social networking-based personal home telehealth system: A pilot study. Background/Purpose: Although useful vital sign monitoring equipment and information communication technologies are readily available, many researchers and businesses are still attempting to expand coverage, yet expectations for the widespread adoption of home telehealth services have not been realized in Taiwan. The practical application of such systems are often found to be too complicated, too costly, and users, both older adults and professional caregivers, lack adequate motivation or experience to use the systems effectively. Methods: This paper describes a personal home telehealth system - Care Deliver Frame (CDF) - for older adults based on social networking, which transforms the home telehealth system into a platform for communication and care between older adults and their family members. The system is linked to existing social networking sites such as Facebook to encourage interpersonal communication between older adults and younger family members. The home telehealth system is implemented on personal mobile devices in the form of Apps. The scale and cost required for implementing the personal home telehealth system are greatly reduced. Results: From the pilot study of user evaluation, CDF was well accepted by the older participants and their children. Even though this evaluation is based upon a small sample size, it provides a good insight into participants ' behaviors, preferences, and expectations, which helps to determine the future development of CDF. Conclusion: CDF presented in this paper extends the value of a home telehealth system from the provision of health care to enhancing older adults' interpersonal communication and social participation. Copyright © 2014, Asia Pacific League of Clinical Gerontology & Geriatrics. Published by Elsevier Taiwan LLC. All rights reserved.",1,1,1,1
"HealthTWITTER initiative: Design of a social networking service based tailored application for diabetes self-management. Objectives: Diabetes is a chronic disease of continuously increasing prevalence. It is a disease with risks of serious complications, thus warranting its long-term management. However, current health management and education programs for diabetes mainly consist of one-way communication, and systematic social support backup to solve diabetics' emotional problems is insufficient. Methods: According to individual behavioral changes based on the Transtheoretical Model, we designed a non-drug intervention, including exercise, and applied it to a mobile based application. For effective data sharing between patients and physicians, we adopted an SNS function for our application in order to offer a social support environment. Results: To induce continual and comprehensive care for diabetes, rigorous self-management is essential during the diabetic's life; this is possible through a collaborative patient-physician healthcare model. We designed and developed an SNS-based diabetes self-management mobile application that supports the use of social groups, which are present in three social GYM types. With simple testing of patients in their 20s and 30s, we were able to validate the usefulness of our application. Conclusions: Mobile gadget-based chronic disease symptom management and intervention has the merit that health management can be conducted anywhere and anytime in order to cope with increases in the demand for health and medical services that are occurring due to the aging of the population and to cope with the surge of national medical service costs. This patient-driven and SNS-based intervention program is expected to contribute to promoting the health management habits of diabetics, who need to constantly receive health guidance. © 2014 The Korean Society of Medical Informatics.",1,1,1,1
"Using ambient communication and social networking technologies to reduce loneliness of elders. Online social networks have become part of our everyday lives. However, many elders do not use these networks even though social connections are important for their health and quality of life. To help elders feel more connected to their safety network we have developed an assistive solution based on the elders' requirements that aims at improving their communication and sense of presence. The prototype, consisting of a touch screen device and web services was evaluated in two field trials lasting for 28 weeks in total in Finland and in Austria. In addition to interviews, we used the logged usage data to analyze the user's experience with the system. © 2014 Springer International Publishing Switzerland.",1,1,1,0
"BeWell: Sensing sleep, physical activities and social interactions to promote wellbeing. Smartphone sensing and persuasive feedback design is enabling a new generation of wellbeing apps capable of automatically monitoring multiple aspects of physical and mental health. In this article, we present BeWell+ the next generation of the BeWell smartphone wellbeing app, which monitors user behavior along three health dimensions, namely sleep, physical activity, and social interaction. BeWell promotes improved behavioral patterns via feedback rendered as an ambient display on the smartphone's wallpaper. With BeWell+, we introduce new mechanisms to address key limitations of the original BeWell app; specifically, (1) community adaptive wellbeing feedback, which generalizes to diverse user communities (e.g.; elderly, children) by promoting better behavior yet remains realistic to the user's lifestyle; and, (2) wellbeing adaptive energy allocation, which prioritizes monitoring fidelity and feedback responsiveness on specific health dimensions (e.g.; sleep) where the user needs additional help. We evaluate BeWell+ with a 27 person, 19 day field trial. Our findings show that not only can BeWell+ operate successfully on consumer smartphones; but also users understand feedback and respond by taking steps towards leading healthier lifestyles. © 2014 Springer Science+Business Media New York.",0,1,0,0
"Design of a social game for older users using touchscreen devices and observations from an exploratory study. Previous studies about tactile interaction by older adults show some important design considerations that should be applied in order to create more usable and accessible applications. The related results have been applied during the development of a serious game destined to support a social activity with older adults using touchscreen devices. An exploratory study investigates the use of touchscreen mobile devices by 17 older adults and 5 children. The results of an empirical observation allow a description of the participants' appreciation of touchscreen devices, a typology of common errors, the gesture strategies of tactile interaction and design proposals to support interaction. © 2014 Springer International Publishing.",1,0,0,0
"Online dating in middle and later life: Gendered expectations and experiences. Rising numbers of single middle-aged and older adults encouraged a proliferation of online dating websites targeting this population. However, few studies examine aging adults’ involvement in online dating. This study uses semistructured interviews with 18 online daters aged 53 to 74 and 2 romance coaches to examine how aspects of their online expectations and experiences are shaped by age and gender. Analyses reveal that men seek committed relationships, whereas women desire companionship without demanding caring roles. Different barriers to dating increase the appeal of online strategies: Men face narrow social networks, while women face competition from younger women and friendship norms limiting the pool of eligible partners. Both genders screen for youthful characteristics and attempt to convey youthful images of themselves. Men’s criteria center on physical attractiveness, whereas women’s focus is on abilities. In constructing profiles, women focus on their looks and sociability and men on their financial and occupational successes. © 2013 The Author(s).",0,0,0,0
"An analysis of the impact of cell phone use on depressive symptoms among Japanese elders. Background: There has been increasing interest in the impact of information and communication technologies, such as the computer and Internet, on physical and mental health status, but relatively little is known about the health effects of using cell phones.Objective: This study investigates how cell phone usage is associated with levels of depressive symptoms among Japanese men and women aged 65 years and older. We focus on social relationships, particularly intergenerational relationships between older parents and adult children, as a possible mediator in the association of cell phone use with late-life depressive symptoms. We therefore hypothesize that using cell phones contributes to the psychological well-being of older adults primarily through encouraging social relationships.Methods: We used 4 waves of data from the Nihon University Japanese Longitudinal Study of Aging (2001-2009) to analyze the impact of cell phone use on depressive symptoms. Results are based on ordinary least squares regression analyses.Results: Although the use of cell phones was related to lower levels of depressive symptoms among elderly Japanese people, controlling for sociodemographic characteristics and physical health conditions wiped out the effects for men. In contrast, the protective effects of using cell phones persisted among women, even net of all controls. Moreover, the impact of using cell phones was not explained by filial relationship measures, suggesting that cell phone use influences the mental health of older women independently of social engagement.Conclusions: Among the many advantages brought about by recent technological developments, cell phones appear to be an important contributor to the psychological well-being of Japanese elders. Researchers and policy makers should prioritize access to new technologies for older adults. © 2014 S. Karger AG, Basel.",1,0,0,1
"The demand for ecotourism based on age group with the changes of social structure for age groups and the importance of tourism. Purpose: The market for tourism by aging adults is increasing. In recent years, ecotourism experiences and activities have become a favored outdoor activity by aging adults. People from 55 to 74 years of age are a relatively more active group in activities that encourage social relationships than has been true in the past1. Nevertheless, as the physical and mental abilities of older adults decline with age, they may have greater difficulty in using technologically advanced products. Thus, this study focused on understanding the use of technological products in ecotourism by an older adult group. The fundamental purposes of the study are: (i) to analyze the proportion of older adults using technological products in ecotourism; and (ii) to explore the aging group's demands for technological products during their ecotourism activities. Method: Based on the above goals, this study is divided into two stages. In the first stage, 46 elderly people were randomly chosen from Taiwan's intermediate elevation 'Sun Link Sea Resort' and eastern Taiwan's special ecological 'Taitung Forest Park' as well as 'Jhihben National Forest Recreation Area' to participate in a voluntary questionnaire and in-depth interviews, which focused on mobile devices and analyzed the classification of common mobile devices. The study attempted to determine which digital mobile products aging adults preferred. In the second stage, results of the first stage will be analyzed, and four elderly persons and two experts were invited for a return visit to participate as part of a focus group that will receive monetary compensation. Service design theory was used to organize the results. Results & Discussion: The first stage of research results showed how many of the 46 aging adults carried different mobile technological products with them during ecotourism are as follows: 25%, 7%, 29% and 3% carried only a smart phone, more traditional cell phone, a digital camera, or only a tablet PC, respectively; moreover, about 6% took both smart phones and digital cameras and 3% took both smart phones and tablet PCs. The second stage research results showed that the reason older adults used technological products during ecotourism included: (i) Recording: The aging group took photos either in the form of single person or in groups to record the current situation in order to recall emotions. (ii) Safety: Devices were needed to deal with emergencies such as getting lost; (iii) Knowledge: The aging group would like to know the name, age, habit and habitat, daily life and related everyday knowledge of various species of flora and fauna; (iv) Convenience: The technological products are multifunctional and convenient for the aging group to take; (v) Sharing: Older adults wanted to share the experiences of ecotourism in order to make stronger emotional connections to the current group and also to upload information on social networks and to use overseas SNS to share their experiences. The results of this study provide information related to the goals of older ecotourists and can guide the development and design of technological products in a way that enhances their usability for older adults and encourages them to engage in future ecotourism.",0,0,0,1
"An Investigation of Later-Life Planning by Different Generations in Taiwan. The purpose of this study is to explore recognition of the importance of later-life planning and practice of later-life preparation by individuals from different generations. The study utilizes the Computer-Assisted Telephone Interview (CATI) method, in combination with a later-life planning questionnaire, to investigate adults (over 20 years old) across 25 counties and cities in Taiwan. The research design employed proportional stratified random sampling, and it received 1071 valid samples. The data was analyzed using descriptive statistics, one-way ANOVA, and logistic regression. Five findings stand out: First, later-life planning can be categorized into five domains: physical health, psychological adjustment, social relationships, financial management, and leisure life. Second, the subjects showed their recognition of the importance of later-life planning, especially with respect to physical health. Third, their preparations primarily took the form of following a balanced diet, maintaining a good mood, saving money, maintaining good relationships with family, and planning adequate leisure activities. Fourth, the results show intergenerational differences in recognition of the importance of later-life planning. Fifth, recognition of the importance of later-life planning effectively predicts one's practice of later-life preparation. Policy suggestions are offered for governmental and educational institutions dealing with older adults. © 2014 Copyright Taylor & Francis Group, LLC.",0,0,0,0
"PRISM measure development: The design and validation of the computer proficiency questionnaire. Purpose: Efficient and effective computer and internet training depends on an understanding of an older adult's existing level of proficiency. However, in the development of the PRISM trial (assessing whether a specialized computer system can improve the well-being of older adults at risk for isolation), we discovered that existing measures of computer proficiency are not suitable for people targeted by the PRISM trial who do not use computers. Measures were often designed for and validated with sample populations consisting of young adults or older adults who have ample computer experience. Existing measures also contained jargon, did not focus on computer activities predicted to be important for maintaining functional independence, and focused on experience rather than proficiency. As a result, we developed a new measure of proficiency and assessed its reliability and validity within our PRISM intervention sample and a sample of older adults who have computer experience. Subscale measures focused on measuring proficiency related to computer activities that are predicted to facilitate social support, communication, information access, prospective memory, and cognitive engagement. Here we present new data from the intervention, which further validate the Computer Proficiency Questionnaire (CPQ) measurements by demonstrating increased proficiency over time after PRISM computer training and exposure. Method: After pilot testing our new CPQ, we used baseline PRISM data (n=300) in addition to a sample of computer-proficient older adults (n=76) to demonstrate the reliability and validity of the CPQ1. We also measured CPQ scores over the course of a 12-month exposure to the PRISM computer system. Results & Discussion: We previously reported that the CPQ is a valid measure which correlates with both age and technology experience and, using discriminant analysis, can easily distinguish experienced and inexperienced computer users (>94% correct classification rate). The CPQ and each of its subscales were also found to be highly reliable (Cronbach's alpha=0.98, all CPQ subscales >0.86). To further demonstrate the validity of the CPQ, we examined changes in CPQ scores of older adults in the PRISM computer condition compared to participants in the non-computer control condition. After PRISM computer training and exposure, initial analyses indicated that PRISM participants demonstrated a significant increase in overall computer proficiency compared to the control condition as measured by the CPQ. Differential improvement in proficiency was also observed on each of the CPQ subscales. The ability of the CPQ to detect changes in proficiency as a function of training further establishes it as a valid measure, and significant changes in proficiency confirm the usefulness of the training developed for the PRISM computer system and the ease with which it can be mastered.",1,1,1,1
"The promise of gerontoludic design. Purpose: As Western society is rapidly aging, there has been a growing interest in the application of digital games to facilitate health benefits and to combat cognitive decline in later life. While research has indicated that playing digital games can produce many positive effects4, the academic literature on the study of digital gaming interventions for older adults often fails to adopt a holistic focus. The majority of studies on games and older adults explore either (i) potential cognitive or physical benefits1,2, or (ii) usability considerations5,6. While these lines of research are and should remain an integral part of the research agenda concerning games and older adults, an often overlooked third component is 'gerontoludic design' (i.e., the design of technology for older adults that strives for intrinsic motivation, engagement and enjoyment through a focus on meaningful play). Furthermore, as research3 indicates that functional limitations and severe disabilities are postponed by medical advances, a possible future beckons where the gerontoludic value of digital games is more important to its players than the potential benefits. Method: The argument for the importance of gerontoludic design in game-based interventions for older adults is first made theoretically through a multidisciplinary literature review, drawing from a variety of academic fields. Next, a design research study (n=10), a quantitative study (n=124), and a qualitative study (n=35) are analyzed. Results & Discussion: Through the analysis, key components of gerontoludic design were developed. The analysis identifies game design elements components that have been discussed for younger audiences as well, such as challenge, progression, flow, complexity, pacing, etc. However, the analysis revealed how certain groups of older adults have specific preferences for these game elements. For example, some respondents of the qualitative study discussed the importance of control over the speed of a game in order to accommodate them, or a preference for games that require the use of imagination while playing. The analysis also revealed components that have not been discussed for younger audiences, such as selfcultivation, connectedness to family, contribution to society, keeping pace with the times, nostalgia, and compensation. Based on this framework, a number of empirically supported design recommendations are presented.",1,0,0,1
"PRISM development: Iterative design using human factors tools. Purpose: We conducted a field trial to assess the relative benefits of: (i) a computer system referred to as PRISM (Personal Reminder Information and Social Management) versus (ii) a paper-based system containing comparable information (e.g., community information, educational resources, games). To evaluate the differential effects, we had to ensure that both systems were usable by and useful for the target users (i.e., older adults at risk for social isolation). In addition, the instructions for use and the training had to be clear and effective. To that end, we employed a human factors approach to the development of the PRISM system. Human factors practitioners investigate the capabilities and limitations of people and the demands placed on them when they interact with a system. Method: Our approach was multifaceted: (i) needs assessment with target users - we conducted a survey of older adults with computer experience to determine how they used a computer and the internet; (ii) we interviewed older adults who lack computer experience to assess their needs and interest in PRISM; (iii) we identified a prototype system to use as the starting point for PRISM and conducted a heuristic evaluation and cognitive walk-through by experts; (iv) we conducted detailed user testing of all experimental materials; and (v) we developed and tested a detailed instruction and support system. Results & Discussion: The survey and interviews yielded content ideas and challenges to be met in the design of the system. The evaluation by experts and target users identified user needs and design recommendations that were implemented in the redesign (e.g., meaningful icons and labels, navigation demands). The need for extensive training and instructional support became clear through the development and testing process, and thus these materials were integral to the implementation process. Overall, these data illustrate how human factors assessment tools provided valuable insights for design of the field trial, a necessary first step to ensure reliable and valid behavioral assessments.",1,0,0,1
