Authors,Title,Year,Source title,Link,Abstract,Document Type,Source,EID,abstract_structured,filter_OA_include,filter_study_include,notes
"Onoye J.M.M., Hishinuma E.S., McArdle J.J., Zonderman A.B., Bumanglag R.J., Takeshita J.",Cohort Profile: The Hawai'i Family Study of Cognition,2014,International Journal of Epidemiology,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922345700&doi=10.1093%2fije%2fdyu012&partnerID=40&md5=8d359657c711507fc09b840bfbac1b78,"Intergenerational longitudinal studies over the lifespan provide valuable information for understanding the contexts and dynamic relations among cognition, family and health in adults and the elderly. The Hawai'i Family Study of Cognition (HFSC), initiated in the early 1970s, included a cohort of over 6500 individuals representing over 1800 families of parents and their offspring. The HFSC gathered data on cognitive, personality, biological and other psychosocial variables, and provided novel information on the nature of cognitive abilities, especially on family issues. Some families were reassessed with short-term retesting in the 1970s. A select sample of offspring and their siblings and spouses were re-measured in the 1980s. Decades later, a 40-year follow-up of the original HFSC cohort was facilitated by the availability of contemporary tracking and tracing methods and internet-based testing. A subgroup of the original HFSC participants was re-contacted and retested on contemporary cognitive as well as socio-demographic and health measures. In this paper, we describe the original HFSC cohort and the design and methodology of the re-contact and retest studies of the HFSC, plans for expanding the re-contact and retesting, as well as directions for future research and collaborations. The Principal Investigator may be contacted for more information regarding the application, review and approval process for data access requests from qualified individuals outside the project. © The Author 2014; all rights reserved.",Article,Scopus,2-s2.0-84922345700,0,0,0,broader
"Sasayama S., Utsumi M., Dekigai H., Nomoto S.",Development of patient-centered home healthcare communication system,2014,Gerontechnology,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929399216&doi=10.4017%2fgt.2014.13.02.118.00&partnerID=40&md5=ab2aebd0e120e6867b83714ee4f14296,"Purpose: For effective home health care, doctors, nurses, and other health care professionals must come together from various organizations, and they are required to work as a team. However, information is often insufficiently shared among members of the health care staff. Currently in Japan, an ordinary paper notebook is used to facilitate communication among health care professionals, and sharing information with this method of communication is sometimes difficult to do in a timely fashion. The authors improved a previously developed iPad application for home health care named 'e-Renraku Notebook' (e-RN), i.e., e-Communication Notebook; 'Renraku' means 'communication' or 'contact' in Japanese1. eRN enables home care patients and their families to input the daily status of patients and to exchange information with the health care staff in a timely manner. The authors report the results of a study of its utility. Method: The characteristics of the e-RN are as follows. (i) Unlike an ordinary electronic medical chart, care recipients and their families can input data and also can access all of the data. (ii) Letters are large enough for the elderly to read easily, as shown in Figure 1, and the operation is intuitive. (iii) The system can be accessed anywhere by using an LTE/3G wireless network. (iv) The e-RN performs speech-to-text conversion. (v) It allows sharing of photos and movies. To develop the system, the authors used cloud computing for data management. When exchanging information via the internet, the server requires authentication, and all exchanged information is encrypted. All of the user access histories are saved in the database of the server. Home care patients and health care staff were furnished e-RNinstalled iPads for two months to input their schedules and their daily status, such as vital signs, and to exchange messages with each other. For evaluation of the system, the authors carried out a survey before and after usage of the system. Results &amp; Discussion: Twenty home care patients and their health care teams in four regions of Kyoto Prefecture participated in the trial. More than half of the information input was conducted by patients and their families, followed by nurses, and the other health care professionals. About 30% of the communications were related to daily life, excluding health information or inquiries. The communication was made primarily between patients/families and nurses, and communication between patients/families and other health care professionals was not rare. The authors developed a new system which allows home health care information to be shared by anyone, anywhere by utilizing the e-RN. The e-RN is effective for timely sharing of information, and the contents of home health care status can be visualized. The e-RN may facilitate collaboration among people in various professions. Effective usage of the e-RN has the potential to improve the quality of home health care and to bring a sense of connectedness to patients/families and their health care staff members.",Conference Paper,Scopus,2-s2.0-84929399216,1,0,0,
"Pietikäinen J., Mallenius S.",Experiences of older people using videoconferencing in home care - A case study of telecare from Finland,2013,Assistive Technology Research Series,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84889069167&doi=10.3233%2f978-1-61499-304-9-764&partnerID=40&md5=519644e6e62427c2fd1c0509a63d7ff2,"The objective of this qualitative case study is to explore home care patients' perceptions of a videoconference system as part of their home care. The study also aims to examine how the possibility to form a video connection with nursing staff affects home care patients' feelings of loneliness and security. Seven home care patients' perceptions of the used videoconference system were surveyed using semi-structured interviews with themes based on technology acceptance literature. The gathered research material was analyzed thematically. The study is part of a larger KOVI project. The interviewed home care patients felt they had a natural conversation through the videoconference device. The individuals' views of the usefulness of videoconference technology seemed to be an essential factor in the acceptance and use of technology. The use of the videoconference device was not considered particularly challenging, so the ease of the use of technology and learning to use the device were not considered a major challenge, not even for the elderly. The customers were worried about the privacy because of the installed cameras, but considered the safety the system brings more important. The lack of previous knowledge concerning technology, however, was noted in situations that deviated from common usage of the equipment. Guidance and instructions in difficult situations and maintenance of the device were deemed important. © 2013 The authors and IOS Press. All rights reserved.",Conference Paper,Scopus,2-s2.0-84889069167,0,maybe,0,
"Chen Y.-S., Hsu Y.-L., Lu J.-M.",TRiCmini + - a telepresence robot for interpersonal communication for older adults,2013,"Journal of the Chinese Society of Mechanical Engineers, Transactions of the Chinese Institute of Engineers, Series C/Chung-Kuo Chi Hsueh Kung Ch'eng Hsuebo Pao",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84892519221&partnerID=40&md5=1a5b3e657e1fc16e69a34f2e0e4eb839,"Aging is associated with an increased risk of isolation. Information and communication technologies have been utilized to assist homecare of older adults. However, in addition to transmitting vital sign data for healthcare purposes, older adults may expect to share their life experiences and feelings by different forms of interactions with their children and family members. Communication tools did facilitate interpersonal communication in terms of real-time verbal communication. Nevertheless, nonverbal communication, such as facial expression and body language, is more powerful and efficient in conveying ideas, thoughts, and emotions. ""TRiCmini +"" is a telepresence robot for interpersonal communication. It demonstrates extensive capability to provide different levels of ""care delivery"" to older adults through vital sign monitoring, interpersonal communication, robotic movements, and social network integration. TRiCmini + integrates two distinct applications, the ""Care Delivery Frame (CDF)"" and the telepresence robot. CDF is an App designed for older adults as an information channel on the tablet PC, which is also the ""face"" of TRiCmini +. CDF is integrated with social network services, and remote caregivers can share messages, photos or video clips with older adults. Moreover, the tablet is also the control center of the robot. In this innovative control structure, the robot control App can be downloaded and maintained easily through the Internet. The prototype and functional test of TRiCmini + have been completed. Currently it is under usability evaluation, including the interface design and operation efficiency for both remote and local users. Finally, the effectiveness of communication will be evaluated in real application scenarios to confirm the ""care delivery"" in different forms provided by TRiCmini + actually meets the expectation of older adults.",Article,Scopus,2-s2.0-84892519221,0,0,0,
"Pensas H., Kivimäki T., Vainio A.-M., Konakas S., Costicoglou S., Kölndorfer P., Summanen K., Moisio H., Vanhala J.",Building a client-server social network application for elders and safety net,2013,"Proceedings of the 17th International Academic MindTrek Conference: ""Making Sense of Converging Media"", MindTrek 2013",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893270765&partnerID=40&md5=1d2448a6f19bc5e5efb389704f36865a,"Social inclusion is one of the major challenges for the elderly living alone. An active social life is connected in many ways to both mental and physical well-being. As the online social networks are getting more common in peoples social lives, there is therefore a growing need for social applications that are designed for the elderly. In this paper we present design and implementation of the AMCOSOP system that enables the elderly to stay connected with their families, friends and safety network even though they are living by themselves. Consisting of a touchscreen user interface and web-based solutions, the AMCOSOP system was used in field trials in two countries for several months. Copyright © 2013 ACM.",Conference Paper,Scopus,2-s2.0-84893270765,0,maybe,maybe,
"Thomas J.E., O'connell B., Gaskin C.J.",Residents' perceptions and experiences of social interaction and participation in leisure activities in residential aged care,2013,Contemporary Nurse,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84892540859&doi=10.5172%2fconu.2013.45.2.244&partnerID=40&md5=3e662314f26c57d3aa97fcb3f8e54475,"Social interaction and participation in leisure activities are positively related to the health and well-being of elderly people. The main focus of this exploratory study was to investigate elderly peoples' perceptions and experiences of social interaction and leisure activities living in a residential aged care (RAC) facility. Six residents were interviewed. Themes emerging from discussions about their social interactions included: importance of family, fostering friendships with fellow residents, placement at dining room tables, multiple communication methods, and minimal social isolation and boredom. Excursions away from the RAC facility were favourite activities. Participants commonly were involved in leisure activities to be socially connected. Poor health, family, the RAC facility, staffi ng, transportation, and geography influenced their social interaction and participation in leisure activities. The use of new technologies and creative problem solving with staff are ways in which residents could enhance their social lives and remain engaged in leisure activities. © eContent Management Pty Ltd.",Article,Scopus,2-s2.0-84892540859,0,1,0,
"Kutz D., Shankar K., Connelly K.",Making sense of mobile- and web-based wellness information technology: cross-generational study.,2013,Journal of medical Internet research,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891853636&partnerID=40&md5=4421fc40bef12997cf374b22cb5e39ad,"A recent trend in personal health and wellness management is the development of computerized applications or information and communication technologies (ICTs) that support behavioral change, aid the management of chronic conditions, or help an individual manage their wellness and engage in a healthier lifestyle. To understand how individuals across 3 generations (young, middle-aged, and older) think about the design and use of collaborative health and wellness management technologies and what roles these could take in their lives. Face-to-face semistructured interviews, paper prototype systems, and video skits were used to assess how individuals from 3 age cohorts (young: 18-25 years; middle-aged: 35-50 years; and older: ≥65 years) conceptualize the role that health and wellness computing could take in their lives. A total of 21 participants in the 3 age cohorts took part (young: n=7; middle-aged: n=7; and older: n=7). Young adults expected to be able to actively manage the presentation of their health-related information. Middle-aged adults had more nuanced expectations that reflect their engagement with work and other life activities. Older adults questioned the sharing of health information with a larger audience, although they saw the value in 1-way sharing between family members or providing aggregated information. Our findings inform our suggestions for improving the design of future collaborative health and wellness applications that target specific age groups. We recommend that collaborative ICT health applications targeting young adults should integrate with existing social networking sites, whereas those targeting middle-aged and older adults should support small social networks that rely on intimate personal relationships. Systems that target middle-aged adults should support episodic needs, such as time-sensitive, perhaps intermittent, goal setting. They should also have a low barrier to entry, allowing individuals who do not normally engage with the Internet to participate with the application for the specific purposes of health engagement. Collaborative ICT health applications targeting older adults should allow discreet 1-way sharing, and also support sharing of information in aggregate with others' data. These systems should also provide mechanisms to preselect recipients of different kinds of data, or to easily direct specific information to individuals in real time.",Article,Scopus,2-s2.0-84891853636,0,0,0,broader
"Broin D.O., Palmer R.",Combatting social isolation and cognitive decline: Play a physical or digital game?,2013,"7th European Conference on Games Based Learning, ECGBL 2013",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893864978&partnerID=40&md5=f967aa917f0b228aea536dfad0ec91ea,"Two significant problems among the elderly community are those of social isolation and the cognitive decline that occurs as we age. These problems can be readily compounded (for example, reduced levels of attention are associated with an increased risk of falling). Keeping active is commonly advised to reduce these problems - many senior groups exist that meet regularly and engage in activities that encourage social interaction. However, mobility and other problems mean that elderly people may not be able to attend such groups very often, if at all. To address this problem, we set out to create an experience that confers the same benefits (increasing social connectedness and inhibiting cognitive decline) without users having to leave their homes. Our user group selected one of the games they play together, Memory, a game that requires players to closely attend to their experience. We designed and developed a digital multiplayer version of Memory for browser and tablet targeted at elderly users. The game is integrated into a custom social network, and enables users to talk and play without having to be in the same physical space. It also incorporates user-generated content from the social network. A pilot study has been carried out with two user groups across two European countries. It investigates whether the experience of playing a physical game between players in present the same physical space differs significantly from playing in different locations using the digital version of the game. In order to uncover differences, the study compared how intrinsically motivating each experience is. In the study, which uses within-subjects design, the users played Memory with real cards together in the physical space and afterwards completed the Intrinsic Motivation Inventory (IMI). The users also played the digital version of the game via the social network, this time where users are in different locations using a PC, Smart TV, or Tablet, and communicate using VOIP, and afterwards completed the IMI. The data collected was analysed and used to inform semi-structured interviews. This paper presents findings from the pilot study, and from these findings outlines the main study and future work in investigating and improving the game's benefits.",Conference Paper,Scopus,2-s2.0-84893864978,0,maybe,0,
"Haritou M., Anastasiou A., Kouris I., Villalonga S.G., Gancedo I.O., Koutsouris D.",Go-myLife: A context-aware social networking platform adapted to the needs of elderly users,2013,ACM International Conference Proceeding Series,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84888267365&doi=10.1145%2f2504335.2504343&partnerID=40&md5=001a529e3926446b6551b7b727b97c72,"In our increasingly dislocated and mobile society, online social network sites are proving valuable in bridging distances and facilitating interaction and communication. People are spending a significant amount of time at the top social networking websites in order to manage existing relationships with friends, reconnect with old friends, share media and find new contacts that have similar interests. Fulfilling these needs are just as important for elderly people as it is for everyone else, but can become more difficult. Many are no longer at work so they do not have a daily set of activities with the same group of people. This, combined with increasing frailty, can lead to a habit of staying at home, which adds to the feeling of loneliness and isolation. In spite of this need for social contact, elderly people, even those who use the internet, tend to miss out on the benefits of online social networking platforms. Elderly people are keen to maintain contact with the different generations of their family. Many older people have already invested significant time in building contact lists and relationships within the major social networks. Go-myLife has therefore not attempted to set up a new social network but rather a platform from where elderly people can post messages and receive updates and take part in discussions across a variety of platforms, thus bringing existing communities together. In this paper, the authors present a context-aware social networking platform, the ""Going online: my social life"" platform, which is adapted to the needs of elderly users. © 2013 ACM.",Conference Paper,Scopus,2-s2.0-84888267365,0,maybe,0,
"Woodward A.T., Freddolino P.P., Wishart D.J., Bakk L., Kobayashi R., Tupper C., Panci J., Blaschke-Thompson C.M.",Outcomes from a peer tutor model for teaching technology to older adults,2013,Ageing and Society,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885124138&doi=10.1017%2fS0144686X12000530&partnerID=40&md5=fa39f053b4a08f1840cfc49da2988b53,"A key component of social work ethics is social justice and equitable access to resources. Increasingly, this includes access to technology. This study addresses issues related to the 'digital divide' by testing a peer tutor model (Technology and Aging Project, TAP2) to teach adults aged 60 and older how to use information and communication technologies (ICTs) such as email, the internet, online chat rooms and discussion groups, internet-based support groups, and voice technology and webcams. Participants from the control group of a previous programme, TAP1 (N=19) participated in a six-month computer training programme. Six participants who had successfully completed the TAP1 training were selected to be peer tutors. Data were collected from tutors and learners at baseline, three months, six months and nine months (three months after the end of training). The current study reports on learner outcomes only. Measures include computer, social support, and mental health-related outcomes. Learners reported a significant and consistent increase over time in their confidence completing certain computer-related tasks and their overall use of ICTs. Mental health and social support outcomes did not change. Overall, the peer tutor model appeared to be at least as effective as the previous staff-directed model. © 2012 Cambridge University Press.",Article,Scopus,2-s2.0-84885124138,0,1,1,60+
"Peter C., Kreiner A., Schröter M., Kim H., Bieber G., Öhberg F., Hoshi K., Waterworth E.L., Waterworth J., Ballesteros S.",AGNES: Connecting people in a multimodal way,2013,Journal on Multimodal User Interfaces,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891736649&doi=10.1007%2fs12193-013-0118-z&partnerID=40&md5=95452132d217418786df11ec062d056f,"Western societies are confronted with a number of challenges caused by the increasing number of older citizens. One important aspect is the need and wish of older people to live as long as possible in their own home and maintain an independent life. As people grew older, their social networks disperse, with friends and families moving to other parts of town, other cities or even countries. Additionally, people become less mobile with age, leading to less active participation in societal life. Combined, this normal, age-related development leads to increased loneliness and social isolation of older people, with negative effects on mental and physical health of those people. In the AGNES project, a home-based system has been developed that allows connecting elderly with their families, friends and other significant people over the Internet. As most older people have limited experience with computers and often special requirements on technology, one focus of AGNES was to develop with the users novel technological means for interacting with their social network. The resulting system uses ambient displays, tangible interfaces and wearable devices providing ubiquitous options for interaction with the network, and secondary sensors for additionally generating carefully chosen information on the person to be relayed to significant persons. Evaluations show that the chosen modalities for interaction are well adopted by the users. Further it was found that use of the AGNES system had positive effects on the mental state of the users, compared to the control group without the technology. © 2013 OpenInterface Association.",Article,Scopus,2-s2.0-84891736649,0,maybe,1,
"Jimison H.B., Klein K.A., Marcoe J.L.",A socialization intervention in remote health coaching for older adults in the home,2013,"Proceedings of the Annual International Conference of the IEEE Engineering in Medicine and Biology Society, EMBS",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84886521857&doi=10.1109%2fEMBC.2013.6611175&partnerID=40&md5=2cba2a3da322979b1552c5453a09bb89,"Previous studies have shown that social ties enhance both physical and mental health, and that social isolation has been linked to increased cognitive decline. As part of our cognitive training platform, we created a socialization intervention to address these issues. The intervention is designed to improve social contact time of older adults with remote family members and friends using a variety of technologies, including Web cameras, Skype software, email and phone. We used usability testing, surveys, interviews and system usage monitoring to develop design guidance for socialization protocols that were appropriate for older adults living independently in their homes. Our early results with this intervention show increased number of social contacts, total communication time (we measure email, phone, and Skype usage) and significant participant satisfaction with the intervention. © 2013 IEEE.",Conference Paper,Scopus,2-s2.0-84886521857,0,maybe,maybe,
"Culley J.M., Herman J.A., Smith D., Tavakoli A.",Effects of technology and connectedness on community-dwelling older adults,2013,Online Journal of Nursing Informatics,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84889048930&partnerID=40&md5=817a5c0a4f1902739df22fc8659f6578,"Purpose: To examine the relationship between technology and connectedness in community-dwelling older adults. Methods: Survey was collected conducted using convenience sampling of 86 community-dwelling older adults to assess their use of technology and examine the association between use of technology and connectedness. Findings: Results indicated that as age increases, activities with technology decrease (r=-0.43). Interest, skills and intent in using technology were weakly correlated with feelings of how to face aging, being spiritual and being part of a family. Participants did not believe that cost (69%), poor eyesight or physical impairments (88%) were barriers to using technology. Interestingly 35% ofthe subjects used the web to search for health information, 44% used the phone or computer to search information and 43% kept in touch with family online. Conclusions: This study is a beginning in our understanding about the potential role of technology in improving connectedness and alleviating isolation in community-dwelling older adults.",Article,Scopus,2-s2.0-84889048930,1,1,0,
"Reeder B., Chung J., Lazar A., Joe J., Demiris G., Thompson H.J.",Testing a theory-based mobility monitoring protocol using in-home sensors: a feasibility study.,2013,Research in gerontological nursing,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891605374&partnerID=40&md5=840d3d003916d4219c9f06759257d7e4,"Mobility is a key factor in the performance of many everyday tasks required for independent living as a person ages. The purpose of this mixed-methods study was to test a theory-based mobility monitoring protocol by comparing sensor-based measures to self-report measures of mobility and assess the acceptability of in-home sensors with older adults. Standardized instruments to measure physical, psychosocial, and cognitive parameters were administered to 8 community-dwelling older adults at baseline, 3-month, and 6-month visits. Semi-structured interviews to characterize acceptability of the technology were conducted at the 3-month and 6-month visits. Technical issues prevented comparison of sensor-based measures with self-report measures. In-home sensor technology for monitoring mobility is acceptable to older adults. Implementing our theory-based mobility monitoring protocol in a field study in the homes of older adults is a feasible undertaking but requires more robust technology for sensor-based measure validation. Copyright 2013, SLACK Incorporated.",Article,Scopus,2-s2.0-84891605374,0,0,0,
"Clendon J., Walker L.",Nurses aged over 50 years and their experiences of shift work,2013,Journal of Nursing Management,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885851284&doi=10.1111%2fjonm.12157&partnerID=40&md5=8ce950dac3cedea86a970850248e9780,"Aim: The Late Career Nurse project examined views and characteristics of nurses working in New Zealand who were born before 1960. This paper focuses on the experiences of such nurses who undertake shift work. Background: The mean age of registered nurses in New Zealand has been rising steadily, and 40% are now aged 50 years or over. While there is substantial literature on the phenomenon and consequences of the ageing nursing workforce, little is known of the particular experiences of nurses aged over 50 years who work shifts. Method: An anonymous online survey was emailed to eligible nurse New Zealand Nurses Organisation members aged over 50 years in February 2012. Quantitative and qualitative analyses of the 3273 responses received were undertaken. Result: Over 45% of respondents worked shifts or flexible hours. While shift work suited many, others noted deleterious effects on family and social relationships, physical and mental health (notably sleep patterns and fatigue), and decreasing tolerance for shift work as they age. Poor scheduling practices were particularly detrimental. Conclusion and implications for nursing management: Worldwide, workforce ageing means strategies are required to retain older nurses in the workforce. Improved scheduling practices including increasing access to flexible and part time work hours, and development of resources on coping with shift work are recommended. © 2013 John Wiley & Sons Ltd.",Article,Scopus,2-s2.0-84885851284,1,0,0,
"Scandurra I., Sjölinder M.",Participatory design with seniors: Design of future services and iterative refinements of interactive eHealth services for old citizens,2013,Journal of Medical Internet Research,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84887957045&doi=10.2196%2fmed20.2729&partnerID=40&md5=8dc2b4fb45e295bcfa75c4da12efe05c,"Background: There is an increasing social isolation among the elderly today. This will be an even larger issue in the future with growing numbers of elderly and less resources, for example, in terms of economy and staff. Loneliness and social isolation can, however, be addressed in several ways using different interactive eHealth services. Objective: This case study investigated novel eHealth services for the elderly, and their usage of a social interactive device designed especially for them. Methods: In this work, we used an innovative mobile communication device connected to the television (TV), which worked as a remotely controlled large interactive screen. The device was tested by 8 volunteers who visited a senior center. They were between 65 and 80 years of age and lived in their own homes. Throughout the 1.5 year-long project, 7 design workshops were held with the seniors and the staff at the center. During these workshops, demands and preferences regarding existing and new services were gathered. At the end of the project the participants' experience of the device and of the services was elaborated in 3 workshops to get ideas for improved or new meaningful services. During the data analyses and development process, what seniors thought would be useful in relation to what was feasible was prioritized by the development company. Results: Regarding daily usage, the seniors reported that they mainly used the service for receiving information from the senior center and for communication with other participants in the group or with younger relatives. They also read information about events at the senior center and they liked to perform a weekly sent out workout exercise. Further, they played games such as Memory and Sudoku using the device. The service development focused on three categories of services: cognitive activities, social activities, and physical activities. A cognitive activity service that would be meaningful to develop was a game for practicing working memory. In the social activities category, the seniors wanted different quizzes and multi-player games. For physical activities, the seniors desired more workout exercises and suggestions for guided walking routes. A new category, ""information and news"", was suggested since they lacked services like senior-customized global and local news. Conclusions: This study showed the importance of input from a group of seniors when designing new services for elderly citizens. Besides input to interactive eHealth service development for seniors, this study showed the importance of a social context around such work. The seniors were very engaged throughout the project and workshops were frequently visited and the seniors became friends. The high amount of input from the seniors could be explained in terms of social inclusion; they belonged to a group and each member was considered important for the work. The friendly workshop atmosphere facilitated new ideas and redesign of the services. © Isabella Scandurra, Marie Sjölinder.",Article,Scopus,2-s2.0-84887957045,1,1,0,
"Chen K., Chan A.H.-S.",Use or non-use of gerontechnology-A qualitative study,2013,International Journal of Environmental Research and Public Health,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885101420&doi=10.3390%2fijerph10104645&partnerID=40&md5=8051997c6a7675d1970d9243969e041f,"This study employed a qualitative approach to explore the attitudes and experiences of older people towards using gerontechnology, and to determine the underlying reasons that might account for their use and non-use of gerontechnology. Four focus group discussions and 26 individual interviews were undertaken. Qualitative data were analyzed using NVivo software and were categorized using coding and grounded theory techniques. The result indicated that old people in Hong Kong had an overall positive attitude toward technology. Positive attitudes were most frequently related to enhanced convenience and advanced features. Negative attitudes were most frequently associated with health risks and social problems arising from using technology (e.g., social isolation and addiction). Usage of technology is driven by outcome expectations and social influences, and supported by facilitators, whereas non-use of gerontechnology relates to the personal (e.g., health and functional capacities), technological (e.g., cost and complexity), and environmental barriers experienced. Use of gerontechnology is a synthesis of person, technology, and environment. To encourage non-users to adopt technology, there is a need to remove barriers at personal, technological, and environmental levels. © 2013 by the authors; licensee MDPI, Basel, Switzerland.",Article,Scopus,2-s2.0-84885101420,0,1,0,
"Bisiani R., Merico D., Pinardi S., Dominoni M., Cesta A., Orlandini A., Rasconi R., Suriano M., Umbrico A., Sabuncu O., Schaub T., D'Aloisi D., Nicolussi R., Papa F., Bouglas V., Giakas G., Kavatzikidis T., Bonfiglio S.",Fostering social interaction of home-bound elderly people: The EasyReach system,2013,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881381882&doi=10.1007%2f978-3-642-38577-3_4&partnerID=40&md5=8eda8ba927db87a6d2e8d761b57d4849,"This paper presents the EasyReach system, a tool that aims at getting the elderly and pre-digital divide population closer to new technologies by creating a simplified social enviroment that facilitates interaction, trying to allow them to (i) easily keep in contact with friends and relatives, (ii) share their lifetime expertise, and (iii) avoid isolation. The EasyReach tool creates for the elderly a special social TV channel accessed by means of their own TV set and a specialized remote control endowed with gesture recognition, video and audio capture capabilities. A hidden personal assistant reasons on user preferences in the background allowing better focalization on his/her social interests. © 2013 Springer-Verlag.",Conference Paper,Scopus,2-s2.0-84881381882,0,0,0,
"Jia L., Choe P.",Communication and social network requirements of chinese elderly people for mobile services,2013,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880756719&doi=10.1007%2f978-3-642-39137-8-46&partnerID=40&md5=d7e431804549a2c98d31183aff61d526,"This paper explores Chinese elderly people's communication and social networking requirements on mobile services. Interviews, observations and questionnaires provided insight into elderly people's requirements. The result of data analysis illustrates the relationship between social, family, personal factors and elderly people's requirements. Personal and family factors are significantly related to elderly people's requirements. Social factor needs to be well-quantified in the further studies. © 2013 Springer-Verlag Berlin Heidelberg.",Conference Paper,Scopus,2-s2.0-84880756719,0,1,0,
"Tomblin Murphy G., MacKenzie A., Rigby J., Rockwood K., Gough A., Greeley G., Montpetit F., Dill D., Alder R., Lackie K.",Service-based health human resources planning for older adults,2013,Journal of the American Medical Directors Association,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881256560&doi=10.1016%2fj.jamda.2013.03.018&partnerID=40&md5=f54d3f497be12efba99cd49b63dade0c,"Objectives: To test a service-based health human resources (HHR) planning approach for older adults in the context of home and long term care (LTC); to create a practical template/tools for use in various jurisdictions and/or health care settings. Design: The most serious health needs of seniors in 2 Canadian jurisdictions were identified and linked to the specific services and associated competencies required of health care providers (HCPs) to address those needs. The amounts of each service required were quantified and compared against the capacity of HCPs to perform the services, measured using a self-assessment survey, by using a previously developed analytical framework. Setting: Home and LTC sectors in Nova Scotia and Nunavut, Canada. Participants: Regulated and nonregulated HCPs were invited to complete either an online or paper-based competency self-assessment survey. Results: Survey response rates in Nova Scotia and Nunavut were 11% (160 responses) and 20% (22responses), respectively. Comparisons of the estimated number of seniors likely to need each service with the number who can be served by the workforces in each jurisdiction indicated that the workforces in both jurisdictions are sufficiently numerous, active, productive, and competent to provide most of the services likely to be required. However, significant gaps were identified in pharmacy services, ongoing client assessment, client/family education and involvement, and client/family functional and social supports. Conclusion: Service-based HHR planning is feasible for identifying gaps in services required by older adults, and can guide policy makers in planning hiring/recruitment, professional development, and provider education curricula. Implementation will require commitment of policy makers and other stakeholders, as well as ongoing evaluation of its effectiveness. More broadly, the ongoing effectiveness of the approach will depend on workforce planning being conducted in an iterative way, driven by regular reevaluation of population health needs and HHR effectiveness. © 2013 American Medical Directors Association, Inc.",Article,Scopus,2-s2.0-84881256560,1,0,0,
"Ross A., Friedmann E., Bevans M., Thomas S.",National survey of yoga practitioners: Mental and physical health benefits,2013,Complementary Therapies in Medicine,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880577274&doi=10.1016%2fj.ctim.2013.04.001&partnerID=40&md5=50b88ea5ea0994201ab74258554fc2e7,"Objectives: To describe yoga practice and health characteristics of individuals who practice yoga, and to explore their beliefs regarding the effects of their yoga practice on their health. Design: A cross-sectional design with anonymous online surveys. Setting: 4307 randomly selected individuals from 15 US Iyengar yoga studios (n= 18,160), representing 41 states; 1087 individuals responded, with 1045 (24.3%) surveys completed. Outcome measures: Freiberg Mindfulness Inventory, Mental Health Continuum (subjective well-being), Multi-factor Screener (diet), PROMIS sleep disturbance, fatigue, and social support, International Physical Activity Questionnaire. Results: Age: 19-87 years (M= 51.7 ± 11.7), 84.2% female, 89.2% white, 87.4% well educated (≥bachelor's degree). Mean years of yoga practice = 11.4 (±7.5). BMI = 12.1-49.4 (M= 23.1 ± 3.9). Levels of obesity (4.9%), smoking (2%), and fruit and vegetable consumption (M= 6.1 ± 1.1) were favorable compared to national norms. 60% reported at least one chronic/serious health condition, yet most reported very good (46.3%) or excellent (38.8%) general health. Despite high levels of depression (24.8%), nearly all were moderately mentally healthy (55.2%) or flourishing (43.8%). Participants agreed yoga improved: energy (84.5%), happiness (86.5%), social relationships (67%), sleep (68.5%), and weight (57.3%), and beliefs did not differ substantially according to race or gender. The more they practiced yoga, whether in years or in amount of class or home practice, the higher their odds of believing yoga improved their health. Conclusions: Individuals who practice yoga are not free of health concerns, but most believe their health improved because of yoga. Yoga might be beneficial for a number of populations including elderly women and those with chronic health conditions. © 2013.",Article,Scopus,2-s2.0-84880577274,1,0,0,
